"","Celltype","Sample Names","Num of Samples","Protein","Num of TFs","Correlated TFs"
"159","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD133","28","BACH2,BARX2,EBF1,ELK3,EPAS1,ETS2,FOXP3,GATA2,HIF1A,HNF1B,IRF4,KMT2A,MAF,MAFK,MEF2A,MEIS1,NFIC,PBX3,POU2F2,RARA,RFX5,RUNX2,SOX17,TCF12,TFAP2C,VEZF1,ZKSCAN1,ZNF76"
"160","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD127","3","E2F4,HEY1,POU2F1"
"161","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD103","1","E2F6"
"162","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD152","1","E2F6"
"163","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD357","1","EGR1"
"164","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD95","19","ESRRA,ETV1,ETV6,HNF4A,MAFF,NFATC1,NFIC,NFYA,NKX2-1,RELA,SP4,SREBF1,SRF,TBP,TBX21,TEAD4,TFAP2A,VDR,ZBTB7A"
"165","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD141","6","ETV1,FOS,GATA3,STAT1,TCF21,ZFX"
"166","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD195","1","GLIS1"
"167","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD4","1","GLIS1"
"168","LungEpithelium","P1_2020Oct, P3_2023Jan","2","KLRG1","2","GRHL2,POU2F1"
"169","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD39","1","HOXA4"
"170","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD62L","1","IRF2"
"171","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD69","1","KLF9"
"172","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD15","1","PAX6"
"173","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD27","1","PBX1"
"174","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD19","1","REST"
"175","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD117","1","SNAI2"
"176","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD134","2","SPI1,THAP1"
"177","LungEpithelium","P1_2020Oct, P3_2023Jan","2","CD274","1","USF2"
"230","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","26","AHR,BATF,BCL11A,EGR1,ETV7,FOXA2,FOXH1,GATA2,GMEB2,GRHL2,HOXA1,KLF5,MEF2A,MITF,MNT,MYBL2,NANOG,NFATC1,SMAD3,STAT4,TCF4,TFAP2C,USF1,USF2,VDR,ZBTB33"
"231","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","2","AR,FOXD2"
"232","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","3","ARNT,ARNTL,TCF7L2"
"233","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD274","3","ARNT,MYB,TCF7L2"
"234","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD40","19","ARNT,ARNTL,ASCL2,ATF3,BCL6,E2F2,E2F6,ELF1,ELK1,ETS2,ETV7,GATA4,HES1,LHX2,RARG,SPDEF,TFAP2C,TFAP4,VEZF1"
"235","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD304","7","ARNT,ARNTL,E2F6,E2F7,ELF1,PGR,VEZF1"
"236","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","6","ARNT,MXI1,RUNX3,TEAD4,TP63,ZEB1"
"237","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD14","11","ARNTL,ASCL2,ATF3,BCL6,ETV7,HES1,HOXC6,MXI1,SPDEF,VEZF1,ZFX"
"238","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","17","ARNTL,BCL6,E2F6,ELF1,ETV7,HOXA4,IRF1,KLF3,MXI1,RELA,SPDEF,TCF21,TCF3,VDR,VEZF1,XBP1,ZFX"
"239","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD366","4","ARNTL,HNF4G,MXI1,TEAD4"
"240","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","16","ARNTL,ASCL2,ATF3,E2F2,E2F6,ELK1,GLI2,HINFP,KLF3,MAF,MYB,NFE2,NR2F2,POU2F1,TFAP4,ZBTB7A"
"241","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","9","ARNTL,E2F6,EPAS1,HOXA1,KLF9,PGR,TFAP2C,TFAP4,VEZF1"
"242","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","3","BACH2,FOXH1,PAX5"
"243","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD39","7","CEBPB,ETS2,GATA1,SP4,SPDEF,ZBTB7A,ZFX"
"244","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD206","7","E2F2,E2F6,E2F7,ELF1,RARG,ZBTB7A,ZFX"
"245","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD66b","1","E2F6"
"246","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","3","ETV1,HNF4A,SPDEF"
"247","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD62L","2","ETV6,RUNX3"
"248","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","5","FOXD2,FOXH1,NFATC1,PAX5,USF1"
"249","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","3","HNF1B,SPDEF,TP73"
"250","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD123","1","TCF7L2"
"251","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD137","1","TCF7L2"
"252","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD223","1","TCF7L2"
"253","Macrophage","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD25","1","TCF7L2"
"254","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD107a","11","ARID3A,E2F3,E2F7,FOXD2,MXI1,NR3C1,PGR,PRDM1,SREBF1,TCF3,ZBTB7A"
"255","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","16","ARNT,E2F7,ESR1,ESRRA,ETV1,FOXA2,GATA3,GMEB2,HINFP,MAFF,POU2F2,RUNX1,TCF12,TCF3,TFAP2A,THAP1"
"256","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","4","ATF3,CLOCK,STAT3,TCF3"
"257","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD141","5","BCL11A,CLOCK,ESR2,HEY1,TCF7L2"
"258","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","10","CLOCK,FOSL1,IRF1,RUNX2,RXRA,TCF3,THAP1,VDR,ZBTB7B,ZNF263"
"259","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD197","1","E2F1"
"260","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD25","2","E2F1,NFIC"
"261","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","1","ELK3"
"262","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","TIGIT","3","ELK3,GLIS1,PPARG"
"263","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD123","1","GLIS1"
"264","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD304","3","GLIS1,HSF2,RUNX3"
"265","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","1","HOXA1"
"266","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD14","4","HSF2,PPARG,STAT3,TCF3"
"267","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD15","1","PPARG"
"268","MalignantEpithelial","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD194","2","PPARG,SMAD3"
"269","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","9","AR,ASCL2,ELK3,ESR2,JUNB,MAF,MEF2C,PBX1,TCF12"
"270","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","15","AR,ESRRA,ETV1,FOSL2,GATA4,GMEB1,HNF4A,MAX,MEIS1,MNT,NFE2,NR2C2,SIX5,SOX17,SP4"
"271","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD103","9","ARID3A,BACH2,BATF,GATA1,MEF2A,MYBL2,STAT5A,TFAP2A,ZBTB7A"
"272","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11c","5","ATF1,BCL11A,FOSL1,SMAD3,VDR"
"273","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD161","9","ATF3,FOXM1,KMT2A,MAF,NFYB,RFX2,SIX5,STAT1,XBP1"
"274","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","2","BARX2,CEBPB"
"275","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","5","CDX2,E2F2,MYBL2,SPIB,TFAP2A"
"276","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD254","2","CTCF,HOXC6"
"277","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD27","5","CTCF,ESRRA,GLI2,RUNX2,TCF12"
"278","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD278","4","E2F7,FOXM1,SIX5,SP1"
"279","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD69","8","EBF1,EGR1,FOXP3,HINFP,NFAT5,SIX5,USF1,VDR"
"280","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","4","EGR1,ESR2,KLF10,MEF2A"
"281","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","1","GATA2"
"282","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD314","1","HINFP"
"283","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","1","HOXA4"
"284","NKcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD81","1","STAT5B"
"285","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD28","1","CEBPA"
"286","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD45RA","17","CTCF,ETV1,FOSL2,FOXK1,FOXO3,GATA4,KLF10,KLF4,KLF9,LHX2,NKX2-1,NR2C2,PRDM1,RARA,SOX17,STAT1,TP63"
"287","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD20","1","E2F6"
"288","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD273","1","E2F6"
"289","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD56","6","EBF1,FOXD2,HNF4A,MEIS1,NFATC1,ZBTB7A"
"290","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD11b","3","ETV6,KLF9,TBX21"
"291","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD38","4","FOSL2,HSF1,TCF7L2,TFDP1"
"292","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","HLA.DR","1","FOSL2"
"293","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD161","3","FOXA2,TCF12,TCF4"
"294","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD195","6","HOXC6,KLF1,RXRG,SIX5,SMAD3,SPDEF"
"295","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD4","2","LHX2,NKX2-1"
"296","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD62L","1","SPIB"
"297","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD279","1","SREBF1"
"298","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD15","1","VEZF1"
"299","NKTcell","P1_2020Oct, P2_2021Mar, P3_2023Jan","3","CD95","1","VEZF1"
"300","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD11c","5","AR,CDX2,ETV1,IRF3,NKX2-1"
"301","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD141","15","ARNTL,BCL11A,FOXA1,GLI2,KLF9,MYB,POU2F1,REST,SMAD3,SP2,SRF,TCF3,TCF4,TEAD4,ZBTB7B"
"302","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD1c","6","ARNTL,EGR1,FOXP3,HNF1B,PAX6,TFAP2C"
"303","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD274","12","ARNTL,BACH1,E2F7,EGR1,ETS2,FOS,FOXK1,GATA1,GLI2,SPIB,TCF4,USF1"
"304","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD45RA","2","ARNTL,RARA"
"305","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD4","6","ASCL2,CEBPD,ETS2,ETV5,NANOG,SREBF1"
"306","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD19","5","ATF3,NR2C2,RXRG,VEZF1,YY1"
"307","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD134","8","BATF,BHLHE40,ESR1,HEY1,KLF10,RARG,VEZF1,YY1"
"308","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD40","8","BATF,EGR1,FOXA2,FOXK1,FOXP3,HOXA4,IRF3,MZF1"
"309","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD304","24","BATF,CLOCK,E2F3,EGR2,ETS2,FOXH1,FOXK1,GATA1,GLI2,HOXA4,HSF1,IRF4,MEIS1,MYB,RUNX2,RUNX3,SETDB1,SPDEF,SRF,STAT2,TCF3,TP63,ZBTB33,ZBTB7B"
"310","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD81","11","BHLHE40,FOXA1,FOXH1,HOXA4,JUND,MYB,RUNX1,TCF4,TP63,ZBTB33,ZBTB7B"
"311","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD14","23","CDX2,CEBPB,E2F4,E2F7,EGR1,ELK1,ETV1,FOXM1,FOXO3,FOXP3,GATA1,IRF3,JUNB,JUND,MXI1,MZF1,NFYA,NKX2-1,NR3C1,STAT2,TFAP4,USF1,ZKSCAN1"
"312","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","HLA.DR","26","CDX2,CEBPB,E2F4,E2F7,EGR1,ELK1,ETV1,FOXA1,FOXM1,FOXO3,FOXP3,GMEB2,IRF3,JUNB,JUND,MNT,MXI1,MZF1,PAX6,SOX17,STAT1,STAT5A,TBX21,TCF21,USF1,ZKSCAN1"
"313","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD366","7","CEBPB,E2F7,FOXO3,GLI2,KLF4,NKX2-1,TCF7L2"
"314","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD66b","8","CEBPB,CLOCK,E2F6,FOXA2,JUNB,MXI1,NR2C2,TCF7L2"
"315","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD117","1","E2F3"
"316","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD185","12","E2F3,EGR1,ETV1,FOXA1,FOXP2,GATA4,KLF10,MYB,NFATC1,RUNX3,SP2,ZBTB33"
"317","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD195","4","E2F3,ETS2,KLF3,TEAD4"
"318","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD314","2","E2F6,USF2"
"319","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD62L","2","E2F6,TCF7L2"
"320","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD30","1","EBF1"
"321","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD152","3","EGR1,ELK3,FOXD2"
"322","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD273","7","EGR1,ETS2,KLF10,NFATC1,NRF1,RUNX3,TCF21"
"323","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD38","4","EHF,FOXK1,MECOM,NR5A2"
"324","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD20","5","ELK1,FOXA2,HOXA1,NR3C1,SPIB"
"325","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD39","6","ELK3,FOSL1,FOXA1,GRHL2,NKX2-1,USF1"
"326","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD25","4","ESR1,FOXA2,GLI2,TCF7L2"
"327","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD161","5","ESRRA,HOXC6,MEF2A,TCF7L2,YY1"
"328","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD11b","4","ETS2,HOXA4,KLF4,NKX2-1"
"329","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD206","2","ETS2,TCF7L2"
"330","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD123","7","FOXA2,FOXK1,GMEB2,PBX3,SP2,STAT4,TCF4"
"331","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD137","3","FOXA2,SPIB,TCF7L2"
"332","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD194","2","FOXA2,ZBTB33"
"333","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD95","9","FOXH1,FOXP2,HOXA4,SETDB1,SPDEF,SRF,TCF3,ZBTB33,ZBTB7B"
"334","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD15","3","FOXP2,HOXA4,TCF7L2"
"335","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD107a","6","FOXP3,GATA4,JUND,NFAT5,POU2F1,THAP1"
"336","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD69","2","GLI2,TEAD4"
"337","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD197","1","HNF4A"
"338","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD133","1","HSF1"
"339","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD56","4","IRF1,PGR,POU2F2,ZNF384"
"340","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD357","2","PBX3,TCF7L2"
"341","ProliferatingCell","P1_2020Oct, P2_2021Mar","2","CD279","1","TBP"
